Lig	Rec	LigRec	pathway	evidence
LAMC3	ITGA2	LAMC3_ITGA2	LAMININ	KEGG: hsa04512;32196115;
CHAD	ITGA2	CHAD_ITGA2	CHAD	KEGG: hsa04512;9281592
CHAD	ITGB1	CHAD_ITGB1	CHAD	KEGG: hsa04512;9281592
LAMA1	ITGA3	LAMA1_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMA2	ITGA3	LAMA2_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMA3	ITGA3	LAMA3_ITGA3	LAMININ	KEGG: hsa04512;uniprot;32196115;
LAMA4	ITGA3	LAMA4_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMA5	ITGA3	LAMA5_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMB1	ITGA3	LAMB1_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMB2	ITGA3	LAMB2_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMB3	ITGA3	LAMB3_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMC1	ITGA3	LAMC1_ITGA3	LAMININ	KEGG: hsa04512;32196115;
LAMC2	ITGA3	LAMC2_ITGA3	LAMININ	KEGG: hsa04512;10842354
LAMC3	ITGA3	LAMC3_ITGA3	LAMININ	KEGG: hsa04512;32196115;
RELN	ITGA3	RELN_ITGA3	RELN	KEGG: hsa04512;26198319,32196115;10939329
RELN	ITGB1	RELN_ITGB1	RELN	KEGG: hsa04512;10939329
THBS1	ITGA3	THBS1_ITGA3	THBS	KEGG: hsa04512;uniprot;10196234
THBS1	ITGB1	THBS1_ITGB1	THBS	KEGG: hsa04512;uniprot;15292271
THBS2	ITGA3	THBS2_ITGA3	THBS	KEGG: hsa04512
THBS2	ITGB1	THBS2_ITGB1	THBS	KEGG: hsa04512;15292271
THBS3	ITGA3	THBS3_ITGA3	THBS	KEGG: hsa04512
THBS3	ITGB1	THBS3_ITGB1	THBS	KEGG: hsa04512
THBS4	ITGA3	THBS4_ITGA3	THBS	KEGG: hsa04512
THBS4	ITGB1	THBS4_ITGB1	THBS	KEGG: hsa04512
COMP	ITGA3	COMP_ITGA3	THBS	KEGG: hsa04512
COMP	ITGB1	COMP_ITGB1	THBS	KEGG: hsa04512;32196115;
COL1A1	ITGA3	COL1A1_ITGA3	COLLAGEN	KEGG: hsa04512
COL1A2	ITGA3	COL1A2_ITGA3	COLLAGEN	KEGG: hsa04512
COL2A1	ITGA3	COL2A1_ITGA3	COLLAGEN	KEGG: hsa04512
COL4A1	ITGA3	COL4A1_ITGA3	COLLAGEN	KEGG: hsa04512
COL4A2	ITGA3	COL4A2_ITGA3	COLLAGEN	KEGG: hsa04512
COL4A3	ITGA3	COL4A3_ITGA3	COLLAGEN	KEGG: hsa04512;32196115;
COL4A4	ITGA3	COL4A4_ITGA3	COLLAGEN	KEGG: hsa04512
COL4A5	ITGA3	COL4A5_ITGA3	COLLAGEN	KEGG: hsa04512
COL4A6	ITGA3	COL4A6_ITGA3	COLLAGEN	KEGG: hsa04512
COL6A1	ITGA3	COL6A1_ITGA3	COLLAGEN	KEGG: hsa04512
COL6A2	ITGA3	COL6A2_ITGA3	COLLAGEN	KEGG: hsa04512
COL6A3	ITGA3	COL6A3_ITGA3	COLLAGEN	KEGG: hsa04512
COL6A5	ITGA3	COL6A5_ITGA3	COLLAGEN	KEGG: hsa04512
COL6A6	ITGA3	COL6A6_ITGA3	COLLAGEN	KEGG: hsa04512
COL9A1	ITGA3	COL9A1_ITGA3	COLLAGEN	KEGG: hsa04512
COL9A2	ITGA3	COL9A2_ITGA3	COLLAGEN	KEGG: hsa04512
COL9A3	ITGA3	COL9A3_ITGA3	COLLAGEN	KEGG: hsa04512
LAMA1	ITGA6	LAMA1_ITGA6	LAMININ	KEGG: hsa04512;32196115;
LAMA2	ITGA6	LAMA2_ITGA6	LAMININ	KEGG: hsa04512;32196115;
LAMA3	ITGA6	LAMA3_ITGA6	LAMININ	KEGG: hsa04512
LAMA4	ITGA6	LAMA4_ITGA6	LAMININ	KEGG: hsa04512;32196115;
LAMA5	ITGA6	LAMA5_ITGA6	LAMININ	KEGG: hsa04512;32196115;
LAMB1	ITGA6	LAMB1_ITGA6	LAMININ	KEGG: hsa04512;10842354
LAMB2	ITGA6	LAMB2_ITGA6	LAMININ	KEGG: hsa04512
LAMB3	ITGA6	LAMB3_ITGA6	LAMININ	KEGG: hsa04512;32196115;
LAMC1	ITGA6	LAMC1_ITGA6	LAMININ	KEGG: hsa04512;uniprot;32196115;
LAMC2	ITGA6	LAMC2_ITGA6	LAMININ	KEGG: hsa04512;10842354
LAMC3	ITGA6	LAMC3_ITGA6	LAMININ	KEGG: hsa04512;32196115;
LAMA1	ITGA7	LAMA1_ITGA7	LAMININ	KEGG: hsa04512;11278916
LAMA2	ITGA7	LAMA2_ITGA7	LAMININ	KEGG: hsa04512;11278916
LAMA3	ITGA7	LAMA3_ITGA7	LAMININ	KEGG: hsa04512
LAMA4	ITGA7	LAMA4_ITGA7	LAMININ	KEGG: hsa04512
LAMA5	ITGA7	LAMA5_ITGA7	LAMININ	KEGG: hsa04512
LAMB1	ITGA7	LAMB1_ITGA7	LAMININ	KEGG: hsa04512;32196115;
LAMB2	ITGA7	LAMB2_ITGA7	LAMININ	KEGG: hsa04512
LAMB3	ITGA7	LAMB3_ITGA7	LAMININ	KEGG: hsa04512
LAMC1	ITGA7	LAMC1_ITGA7	LAMININ	KEGG: hsa04512;uniprot;32196115;
LAMC2	ITGA7	LAMC2_ITGA7	LAMININ	KEGG: hsa04512
LAMC3	ITGA7	LAMC3_ITGA7	LAMININ	KEGG: hsa04512
VTN	ITGA8	VTN_ITGA8	VTN	KEGG: hsa04512;7559467
VTN	ITGB1	VTN_ITGB1	VTN	KEGG: hsa04512;uniprot;32196115;
TNC	ITGA8	TNC_ITGA8	TENASCIN	KEGG: hsa04512;uniprot;26055518,7559467;
TNC	ITGB1	TNC_ITGB1	TENASCIN	KEGG: hsa04512;uniprot;14715956
TNR	ITGA8	TNR_ITGA8	TENASCIN	KEGG: hsa04512
TNR	ITGB1	TNR_ITGB1	TENASCIN	KEGG: hsa04512
TNN	ITGA8	TNN_ITGA8	TENASCIN	KEGG: hsa04512
TNN	ITGB1	TNN_ITGB1	TENASCIN	KEGG: hsa04512
TNXB	ITGA8	TNXB_ITGA8	TENASCIN	KEGG: hsa04512
TNXB	ITGB1	TNXB_ITGB1	TENASCIN	KEGG: hsa04512
TNC	ITGA9	TNC_ITGA9	TENASCIN	KEGG: hsa04512;uniprot;32196115;
TNR	ITGA9	TNR_ITGA9	TENASCIN	KEGG: hsa04512
TNN	ITGA9	TNN_ITGA9	TENASCIN	KEGG: hsa04512
TNXB	ITGA9	TNXB_ITGA9	TENASCIN	KEGG: hsa04512
COL1A1	ITGA9	COL1A1_ITGA9	COLLAGEN	KEGG: hsa04512
COL1A2	ITGA9	COL1A2_ITGA9	COLLAGEN	KEGG: hsa04512
COL2A1	ITGA9	COL2A1_ITGA9	COLLAGEN	KEGG: hsa04512
COL4A1	ITGA9	COL4A1_ITGA9	COLLAGEN	KEGG: hsa04512
COL4A2	ITGA9	COL4A2_ITGA9	COLLAGEN	KEGG: hsa04512
COL4A3	ITGA9	COL4A3_ITGA9	COLLAGEN	KEGG: hsa04512
COL4A4	ITGA9	COL4A4_ITGA9	COLLAGEN	KEGG: hsa04512
COL4A5	ITGA9	COL4A5_ITGA9	COLLAGEN	KEGG: hsa04512
COL4A6	ITGA9	COL4A6_ITGA9	COLLAGEN	KEGG: hsa04512
COL6A1	ITGA9	COL6A1_ITGA9	COLLAGEN	KEGG: hsa04512
COL6A2	ITGA9	COL6A2_ITGA9	COLLAGEN	KEGG: hsa04512
COL6A3	ITGA9	COL6A3_ITGA9	COLLAGEN	KEGG: hsa04512
COL6A5	ITGA9	COL6A5_ITGA9	COLLAGEN	KEGG: hsa04512
COL6A6	ITGA9	COL6A6_ITGA9	COLLAGEN	KEGG: hsa04512
COL9A1	ITGA9	COL9A1_ITGA9	COLLAGEN	KEGG: hsa04512
COL9A2	ITGA9	COL9A2_ITGA9	COLLAGEN	KEGG: hsa04512
COL9A3	ITGA9	COL9A3_ITGA9	COLLAGEN	KEGG: hsa04512
LAMA1	ITGA9	LAMA1_ITGA9	LAMININ	KEGG: hsa04512
LAMA2	ITGA9	LAMA2_ITGA9	LAMININ	KEGG: hsa04512
LAMA3	ITGA9	LAMA3_ITGA9	LAMININ	KEGG: hsa04512
LAMA4	ITGA9	LAMA4_ITGA9	LAMININ	KEGG: hsa04512
LAMA5	ITGA9	LAMA5_ITGA9	LAMININ	KEGG: hsa04512
LAMB1	ITGA9	LAMB1_ITGA9	LAMININ	KEGG: hsa04512
LAMB2	ITGA9	LAMB2_ITGA9	LAMININ	KEGG: hsa04512
LAMB3	ITGA9	LAMB3_ITGA9	LAMININ	KEGG: hsa04512
LAMC1	ITGA9	LAMC1_ITGA9	LAMININ	KEGG: hsa04512
LAMC2	ITGA9	LAMC2_ITGA9	LAMININ	KEGG: hsa04512
LAMC3	ITGA9	LAMC3_ITGA9	LAMININ	KEGG: hsa04512
COL1A1	ITGA10	COL1A1_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL1A2	ITGA10	COL1A2_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL2A1	ITGA10	COL2A1_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot;9685391
COL4A1	ITGA10	COL4A1_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL4A2	ITGA10	COL4A2_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL4A3	ITGA10	COL4A3_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL4A4	ITGA10	COL4A4_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL4A5	ITGA10	COL4A5_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL4A6	ITGA10	COL4A6_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL6A1	ITGA10	COL6A1_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL6A2	ITGA10	COL6A2_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL6A3	ITGA10	COL6A3_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL6A5	ITGA10	COL6A5_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL6A6	ITGA10	COL6A6_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL9A1	ITGA10	COL9A1_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL9A2	ITGA10	COL9A2_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL9A3	ITGA10	COL9A3_ITGA10	COLLAGEN	KEGG: hsa04512;uniprot
COL1A1	ITGA11	COL1A1_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot;7688313;7688313,11359786,11856343,2156854
COL1A2	ITGA11	COL1A2_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot;32196115;
COL2A1	ITGA11	COL2A1_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL4A1	ITGA11	COL4A1_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL4A2	ITGA11	COL4A2_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL4A3	ITGA11	COL4A3_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL4A4	ITGA11	COL4A4_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL4A5	ITGA11	COL4A5_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL4A6	ITGA11	COL4A6_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL6A1	ITGA11	COL6A1_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL6A2	ITGA11	COL6A2_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL6A3	ITGA11	COL6A3_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL6A5	ITGA11	COL6A5_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL6A6	ITGA11	COL6A6_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL9A1	ITGA11	COL9A1_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL9A2	ITGA11	COL9A2_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
COL9A3	ITGA11	COL9A3_ITGA11	COLLAGEN	KEGG: hsa04512;uniprot
FN1	ITGAV	FN1_ITGAV	FN1	KEGG: hsa04512;uniprot;23154389
VTN	ITGAV	VTN_ITGAV	VTN	KEGG: hsa04512;uniprot;23154389
DSPP	ITGAV	DSPP_ITGAV	DSPP	KEGG: hsa04512
DSPP	ITGB1	DSPP_ITGB1	DSPP	KEGG: hsa04512;32196115;
FN1	ITGB7	FN1_ITGB7	FN1	KEGG: hsa04512;uniprot;1372909
FN1	ITGB3	FN1_ITGB3	FN1	KEGG: hsa04512;uniprot;11423542;11423542,8663002,1694173
VTN	ITGB3	VTN_ITGB3	VTN	KEGG: hsa04512;uniprot;11331280;11331280,16
VWF	ITGAV	VWF_ITGAV	VWF	KEGG: hsa04512;uniprot
VWF	ITGB3	VWF_ITGB3	VWF	KEGG: hsa04512;uniprot;2545728;
TNC	ITGAV	TNC_ITGAV	TENASCIN	KEGG: hsa04512;uniprot;32196115;
TNC	ITGB3	TNC_ITGB3	TENASCIN	KEGG: hsa04512;uniprot;26055518,7693733;
TNR	ITGAV	TNR_ITGAV	TENASCIN	KEGG: hsa04512
TNR	ITGB3	TNR_ITGB3	TENASCIN	KEGG: hsa04512
TNN	ITGAV	TNN_ITGAV	TENASCIN	KEGG: hsa04512
TNN	ITGB3	TNN_ITGB3	TENASCIN	KEGG: hsa04512
TNXB	ITGAV	TNXB_ITGAV	TENASCIN	KEGG: hsa04512
TNXB	ITGB3	TNXB_ITGB3	TENASCIN	KEGG: hsa04512
IBSP	ITGAV	IBSP_ITGAV	BSP	KEGG: hsa04512;32196115;
IBSP	ITGB3	IBSP_ITGB3	BSP	KEGG: hsa04512;32196115;
THBS1	ITGAV	THBS1_ITGAV	THBS	KEGG: hsa04512;uniprot
THBS1	ITGB3	THBS1_ITGB3	THBS	KEGG: hsa04512;uniprot;2478219
THBS2	ITGAV	THBS2_ITGAV	THBS	KEGG: hsa04512
THBS2	ITGB3	THBS2_ITGB3	THBS	KEGG: hsa04512;32196115;
THBS3	ITGAV	THBS3_ITGAV	THBS	KEGG: hsa04512
THBS3	ITGB3	THBS3_ITGB3	THBS	KEGG: hsa04512
THBS4	ITGAV	THBS4_ITGAV	THBS	KEGG: hsa04512
THBS4	ITGB3	THBS4_ITGB3	THBS	KEGG: hsa04512
COMP	ITGAV	COMP_ITGAV	THBS	KEGG: hsa04512
COMP	ITGB3	COMP_ITGB3	THBS	KEGG: hsa04512;32196115;
DMP1	ITGAV	DMP1_ITGAV	DMP1	KEGG: hsa04512
DMP1	ITGB3	DMP1_ITGB3	DMP1	KEGG: hsa04512;32196115;
FN1	ITGA2B	FN1_ITGA2B	FN1	KEGG: hsa04512;uniprot;8663002
VTN	ITGA2B	VTN_ITGA2B	VTN	KEGG: hsa04512;uniprot;1692034;
VWF	ITGA2B	VWF_ITGA2B	VWF	KEGG: hsa04512;31035301;1737795
TNC	ITGA2B	TNC_ITGA2B	TENASCIN	KEGG: hsa04512
TNR	ITGA2B	TNR_ITGA2B	TENASCIN	KEGG: hsa04512
TNN	ITGA2B	TNN_ITGA2B	TENASCIN	KEGG: hsa04512
TNXB	ITGA2B	TNXB_ITGA2B	TENASCIN	KEGG: hsa04512
VTN	ITGB5	VTN_ITGB5	VTN	KEGG: hsa04512;32196115;
IBSP	ITGB5	IBSP_ITGB5	BSP	KEGG: hsa04512
TNC	ITGB6	TNC_ITGB6	TENASCIN	KEGG: hsa04512;uniprot;26055518,8798654;
TNR	ITGB6	TNR_ITGB6	TENASCIN	KEGG: hsa04512
TNN	ITGB6	TNN_ITGB6	TENASCIN	KEGG: hsa04512
TNXB	ITGB6	TNXB_ITGB6	TENASCIN	KEGG: hsa04512
FN1	ITGB6	FN1_ITGB6	FN1	KEGG: hsa04512;1532572
DSPP	ITGB6	DSPP_ITGB6	DSPP	KEGG: hsa04512
VTN	ITGB8	VTN_ITGB8	VTN	KEGG: hsa04512;11156415
FN1	ITGB8	FN1_ITGB8	FN1	KEGG: hsa04512;7542940
LAMA1	ITGAV	LAMA1_ITGAV	LAMININ	KEGG: hsa04512
LAMA1	ITGB8	LAMA1_ITGB8	LAMININ	KEGG: hsa04512;7542940
LAMA2	ITGAV	LAMA2_ITGAV	LAMININ	KEGG: hsa04512
LAMA2	ITGB8	LAMA2_ITGB8	LAMININ	KEGG: hsa04512
LAMA3	ITGAV	LAMA3_ITGAV	LAMININ	KEGG: hsa04512
LAMA3	ITGB8	LAMA3_ITGB8	LAMININ	KEGG: hsa04512
LAMA4	ITGAV	LAMA4_ITGAV	LAMININ	KEGG: hsa04512;32196115;
LAMA4	ITGB8	LAMA4_ITGB8	LAMININ	KEGG: hsa04512
LAMA5	ITGAV	LAMA5_ITGAV	LAMININ	KEGG: hsa04512
LAMA5	ITGB8	LAMA5_ITGB8	LAMININ	KEGG: hsa04512
LAMB1	ITGAV	LAMB1_ITGAV	LAMININ	KEGG: hsa04512;32196115;
LAMB1	ITGB8	LAMB1_ITGB8	LAMININ	KEGG: hsa04512
LAMB2	ITGAV	LAMB2_ITGAV	LAMININ	KEGG: hsa04512
LAMB2	ITGB8	LAMB2_ITGB8	LAMININ	KEGG: hsa04512
LAMB3	ITGAV	LAMB3_ITGAV	LAMININ	KEGG: hsa04512
LAMB3	ITGB8	LAMB3_ITGB8	LAMININ	KEGG: hsa04512
LAMC1	ITGAV	LAMC1_ITGAV	LAMININ	KEGG: hsa04512;uniprot;32196115;
LAMC1	ITGB8	LAMC1_ITGB8	LAMININ	KEGG: hsa04512
LAMC2	ITGAV	LAMC2_ITGAV	LAMININ	KEGG: hsa04512
LAMC2	ITGB8	LAMC2_ITGB8	LAMININ	KEGG: hsa04512
LAMC3	ITGAV	LAMC3_ITGAV	LAMININ	KEGG: hsa04512
LAMC3	ITGB8	LAMC3_ITGB8	LAMININ	KEGG: hsa04512
COL1A1	ITGAV	COL1A1_ITGAV	COLLAGEN	KEGG: hsa04512;1693626;
COL1A1	ITGB8	COL1A1_ITGB8	COLLAGEN	KEGG: hsa04512
COL1A2	ITGAV	COL1A2_ITGAV	COLLAGEN	KEGG: hsa04512;1693626;
COL1A2	ITGB8	COL1A2_ITGB8	COLLAGEN	KEGG: hsa04512
COL2A1	ITGAV	COL2A1_ITGAV	COLLAGEN	KEGG: hsa04512
COL2A1	ITGB8	COL2A1_ITGB8	COLLAGEN	KEGG: hsa04512
COL4A1	ITGAV	COL4A1_ITGAV	COLLAGEN	KEGG: hsa04512;14610079
COL4A1	ITGB8	COL4A1_ITGB8	COLLAGEN	KEGG: hsa04512;7542940
COL4A2	ITGAV	COL4A2_ITGAV	COLLAGEN	KEGG: hsa04512
COL4A2	ITGB8	COL4A2_ITGB8	COLLAGEN	KEGG: hsa04512
COL4A3	ITGAV	COL4A3_ITGAV	COLLAGEN	KEGG: hsa04512;12842087
COL4A3	ITGB8	COL4A3_ITGB8	COLLAGEN	KEGG: hsa04512
COL4A4	ITGAV	COL4A4_ITGAV	COLLAGEN	KEGG: hsa04512;32196115;
COL4A4	ITGB8	COL4A4_ITGB8	COLLAGEN	KEGG: hsa04512
COL4A5	ITGAV	COL4A5_ITGAV	COLLAGEN	KEGG: hsa04512;32196115;
COL4A5	ITGB8	COL4A5_ITGB8	COLLAGEN	KEGG: hsa04512
COL4A6	ITGAV	COL4A6_ITGAV	COLLAGEN	KEGG: hsa04512;32196115;
COL4A6	ITGB8	COL4A6_ITGB8	COLLAGEN	KEGG: hsa04512
COL6A1	ITGAV	COL6A1_ITGAV	COLLAGEN	KEGG: hsa04512
COL6A1	ITGB8	COL6A1_ITGB8	COLLAGEN	KEGG: hsa04512
COL6A2	ITGAV	COL6A2_ITGAV	COLLAGEN	KEGG: hsa04512
COL6A2	ITGB8	COL6A2_ITGB8	COLLAGEN	KEGG: hsa04512
COL6A3	ITGAV	COL6A3_ITGAV	COLLAGEN	KEGG: hsa04512
COL6A3	ITGB8	COL6A3_ITGB8	COLLAGEN	KEGG: hsa04512
COL6A5	ITGAV	COL6A5_ITGAV	COLLAGEN	KEGG: hsa04512
COL6A5	ITGB8	COL6A5_ITGB8	COLLAGEN	KEGG: hsa04512
COL6A6	ITGAV	COL6A6_ITGAV	COLLAGEN	KEGG: hsa04512
COL6A6	ITGB8	COL6A6_ITGB8	COLLAGEN	KEGG: hsa04512
COL9A1	ITGAV	COL9A1_ITGAV	COLLAGEN	KEGG: hsa04512
COL9A1	ITGB8	COL9A1_ITGB8	COLLAGEN	KEGG: hsa04512
COL9A2	ITGAV	COL9A2_ITGAV	COLLAGEN	KEGG: hsa04512
COL9A2	ITGB8	COL9A2_ITGB8	COLLAGEN	KEGG: hsa04512
COL9A3	ITGAV	COL9A3_ITGAV	COLLAGEN	KEGG: hsa04512
COL9A3	ITGB8	COL9A3_ITGB8	COLLAGEN	KEGG: hsa04512
LAMA1	ITGB4	LAMA1_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMA2	ITGB4	LAMA2_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMA3	ITGB4	LAMA3_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMA4	ITGB4	LAMA4_ITGB4	LAMININ	KEGG: hsa04512
LAMA5	ITGB4	LAMA5_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMB1	ITGB4	LAMB1_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMB2	ITGB4	LAMB2_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMB3	ITGB4	LAMB3_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMC1	ITGB4	LAMC1_ITGB4	LAMININ	KEGG: hsa04512;32196115;
LAMC2	ITGB4	LAMC2_ITGB4	LAMININ	KEGG: hsa04512;10842354
LAMC3	ITGB4	LAMC3_ITGB4	LAMININ	KEGG: hsa04512;32196115;
FN1	CD44	FN1_CD44	FN1	KEGG: hsa04512;1730778
COL1A1	CD44	COL1A1_CD44	COLLAGEN	KEGG: hsa04512;1730778
COL1A2	CD44	COL1A2_CD44	COLLAGEN	KEGG: hsa04512;1730778
COL2A1	CD44	COL2A1_CD44	COLLAGEN	KEGG: hsa04512
COL4A1	CD44	COL4A1_CD44	COLLAGEN	KEGG: hsa04512
COL4A2	CD44	COL4A2_CD44	COLLAGEN	KEGG: hsa04512
COL4A3	CD44	COL4A3_CD44	COLLAGEN	KEGG: hsa04512
COL4A4	CD44	COL4A4_CD44	COLLAGEN	KEGG: hsa04512
COL4A5	CD44	COL4A5_CD44	COLLAGEN	KEGG: hsa04512
COL4A6	CD44	COL4A6_CD44	COLLAGEN	KEGG: hsa04512
COL6A1	CD44	COL6A1_CD44	COLLAGEN	KEGG: hsa04512
COL6A2	CD44	COL6A2_CD44	COLLAGEN	KEGG: hsa04512
COL6A3	CD44	COL6A3_CD44	COLLAGEN	KEGG: hsa04512
COL6A5	CD44	COL6A5_CD44	COLLAGEN	KEGG: hsa04512
COL6A6	CD44	COL6A6_CD44	COLLAGEN	KEGG: hsa04512
COL9A1	CD44	COL9A1_CD44	COLLAGEN	KEGG: hsa04512
COL9A2	CD44	COL9A2_CD44	COLLAGEN	KEGG: hsa04512
COL9A3	CD44	COL9A3_CD44	COLLAGEN	KEGG: hsa04512
LAMA1	CD44	LAMA1_CD44	LAMININ	KEGG: hsa04512
LAMA2	CD44	LAMA2_CD44	LAMININ	KEGG: hsa04512
LAMA3	CD44	LAMA3_CD44	LAMININ	KEGG: hsa04512
LAMA4	CD44	LAMA4_CD44	LAMININ	KEGG: hsa04512
LAMA5	CD44	LAMA5_CD44	LAMININ	KEGG: hsa04512
LAMB1	CD44	LAMB1_CD44	LAMININ	KEGG: hsa04512
LAMB2	CD44	LAMB2_CD44	LAMININ	KEGG: hsa04512
LAMB3	CD44	LAMB3_CD44	LAMININ	KEGG: hsa04512
LAMC1	CD44	LAMC1_CD44	LAMININ	KEGG: hsa04512
LAMC2	CD44	LAMC2_CD44	LAMININ	KEGG: hsa04512
LAMC3	CD44	LAMC3_CD44	LAMININ	KEGG: hsa04512
COL1A1	SDC1	COL1A1_SDC1	COLLAGEN	KEGG: hsa04512
COL1A2	SDC1	COL1A2_SDC1	COLLAGEN	KEGG: hsa04512
COL2A1	SDC1	COL2A1_SDC1	COLLAGEN	KEGG: hsa04512
COL4A1	SDC1	COL4A1_SDC1	COLLAGEN	KEGG: hsa04512
COL4A2	SDC1	COL4A2_SDC1	COLLAGEN	KEGG: hsa04512
COL4A3	SDC1	COL4A3_SDC1	COLLAGEN	KEGG: hsa04512
COL4A4	SDC1	COL4A4_SDC1	COLLAGEN	KEGG: hsa04512
COL4A5	SDC1	COL4A5_SDC1	COLLAGEN	KEGG: hsa04512
COL4A6	SDC1	COL4A6_SDC1	COLLAGEN	KEGG: hsa04512
COL6A1	SDC1	COL6A1_SDC1	COLLAGEN	KEGG: hsa04512
COL6A2	SDC1	COL6A2_SDC1	COLLAGEN	KEGG: hsa04512
COL6A3	SDC1	COL6A3_SDC1	COLLAGEN	KEGG: hsa04512
COL6A5	SDC1	COL6A5_SDC1	COLLAGEN	KEGG: hsa04512
COL6A6	SDC1	COL6A6_SDC1	COLLAGEN	KEGG: hsa04512
COL9A1	SDC1	COL9A1_SDC1	COLLAGEN	KEGG: hsa04512
COL9A2	SDC1	COL9A2_SDC1	COLLAGEN	KEGG: hsa04512
COL9A3	SDC1	COL9A3_SDC1	COLLAGEN	KEGG: hsa04512
FN1	SDC1	FN1_SDC1	FN1	KEGG: hsa04512
TNC	SDC1	TNC_SDC1	TENASCIN	KEGG: hsa04512;32196115;
TNR	SDC1	TNR_SDC1	TENASCIN	KEGG: hsa04512
TNN	SDC1	TNN_SDC1	TENASCIN	KEGG: hsa04512
TNXB	SDC1	TNXB_SDC1	TENASCIN	KEGG: hsa04512
THBS1	SDC1	THBS1_SDC1	THBS	KEGG: hsa04512;11257118
THBS2	SDC1	THBS2_SDC1	THBS	KEGG: hsa04512
THBS3	SDC1	THBS3_SDC1	THBS	KEGG: hsa04512
THBS4	SDC1	THBS4_SDC1	THBS	KEGG: hsa04512
COMP	SDC1	COMP_SDC1	THBS	KEGG: hsa04512
COL1A1	SDC4	COL1A1_SDC4	COLLAGEN	KEGG: hsa04512
COL1A2	SDC4	COL1A2_SDC4	COLLAGEN	KEGG: hsa04512
COL2A1	SDC4	COL2A1_SDC4	COLLAGEN	KEGG: hsa04512
COL4A1	SDC4	COL4A1_SDC4	COLLAGEN	KEGG: hsa04512
COL4A2	SDC4	COL4A2_SDC4	COLLAGEN	KEGG: hsa04512
COL4A3	SDC4	COL4A3_SDC4	COLLAGEN	KEGG: hsa04512
COL4A4	SDC4	COL4A4_SDC4	COLLAGEN	KEGG: hsa04512
COL4A5	SDC4	COL4A5_SDC4	COLLAGEN	KEGG: hsa04512
COL4A6	SDC4	COL4A6_SDC4	COLLAGEN	KEGG: hsa04512
COL6A1	SDC4	COL6A1_SDC4	COLLAGEN	KEGG: hsa04512
COL6A2	SDC4	COL6A2_SDC4	COLLAGEN	KEGG: hsa04512
COL6A3	SDC4	COL6A3_SDC4	COLLAGEN	KEGG: hsa04512
COL6A5	SDC4	COL6A5_SDC4	COLLAGEN	KEGG: hsa04512
COL6A6	SDC4	COL6A6_SDC4	COLLAGEN	KEGG: hsa04512
COL9A1	SDC4	COL9A1_SDC4	COLLAGEN	KEGG: hsa04512
